user,FigureRotation,EmbeddedFigure,LetterSets,Vocab,AddSubtract,MarkXYI,MarkXYII,MarkThetaI,MarkThetaII,Right Triangle Trig I,Right Triangle Trig II,Right Triangle Trig III,Right Triangle Trig IV,Right Triangle Trig V,TrigIDs
793,45,65,-1.265735519,-1.294986135,56.2,0,60,25,83.3,0,0,0,0,0,25
795,85,80,1.135360045,0.499256782,84.4,90,100,100,100,100,100,100,22.2,11.1,58.3
796,55,20,-1.265735519,0.860260612,96.9,0,0,25,58.3,0,33.3,0,0,0,33.3
797,50,55,0.174921819,1.399072299,93.8,80,50,25,100,100,100,100,33.3,44.4,25
800,80,45,0.214905274,1.505560074,87.5,70,80,25,100,0,100,0,0,0,25
801,100,80,1.647933507,1.505560074,96.9,100,90,66.7,100,66.7,100,100,22.2,77.8,33.3
802,65,85,0.78725589,1.217432745,93.8,90,80,100,100,100,100,100,88.9,100,58.3
803,100,80,1.075582892,1.505560074,100,100,80,41.7,100,100,100,100,100,100,25
804,60,60,0.214905274,-1.067005366,100,70,40,25,75,33.3,100,33.3,0,0,33.3
805,80,55,0.498928888,-0.928086832,81.2,30,60,25,100,33.3,100,66.7,0,0,50
806,100,80,0.498928888,0.219277354,90.6,80,100,66.7,75,100,100,100,44.4,55.6,58.3
809,70,60,0.498928888,-0.356977304,96.9,70,80,41.7,91.7,0,100,100,100,33.3,58.3
810,95,75,1.647933507,0.358195888,93.8,60,100,100,100,100,100,100,11.1,66.7,50
811,85,80,0.498928888,0.502259553,93.8,0,0,50,100,0,66.7,100,11.1,77.8,25
812,90,60,0.78725589,0.219277354,93.8,90,80,91.7,100,0,100,100,100,100,33.3
813,75,40,-0.361748729,-0.639959503,84.4,10,10,25,83.3,100,100,100,11.1,0,25
814,100,75,0.214905274,0.07521369,65.6,70,60,100,100,66.7,100,66.7,55.6,77.8,33.3
815,55,55,-0.073421728,-0.21291364,25,0,0,41.7,83.3,0,0,0,0,0,16.7
817,95,85,1.075582892,1.644478608,96.9,60,80,100,100,100,100,100,100,100,91.7
819,60,70,0.214905274,-1.067005366,62.5,30,60,66.7,75,0,100,0,0,0,33.3
820,50,60,0.214905274,0.790386882,87.5,100,50,100,100,100,100,100,88.9,55.6,75
822,90,85,1.359606506,0.502259553,100,100,100,100,100,100,100,100,100,100,100
823,70,65,-0.645772343,-0.356977304,93.8,0,0,25,50,0,0,0,0,0,41.7
824,90,80,1.075582892,0.929305416,90.6,60,90,25,100,100,100,100,44.4,66.7,16.7
825,90,80,1.075582892,0.502259553,93.8,70,50,100,100,100,100,100,11.1,11.1,50
826,85,80,-0.073421728,-0.495895838,93.8,100,70,100,100,100,100,100,33.3,55.6,50
827,100,90,1.359606506,1.644478608,100,90,100,25,100,33.3,100,100,22.2,88.9,50
828,90,80,0.498928888,1.36149641,93.8,80,90,100,100,100,100,100,0,0,8.3
829,60,65,1.075582892,-1.21106903,90.6,60,80,25,100,0,100,100,11.1,77.8,33.3
830,45,60,0.498928888,0.929305416,90.6,60,90,41.7,100,0,33.3,0,11.1,11.1,25
831,70,50,-1.506449961,1.07336908,96.9,30,40,33.3,66.7,100,100,100,11.1,0,50
832,75,55,-2.367127578,0.358195888,78.1,40,50,25,91.7,0,33.3,0,55.6,22.2,33.3
833,60,60,0.498928888,-0.784023167,68.8,60,60,25,100,100,100,100,11.1,11.1,50
834,95,75,0.78725589,-0.068849975,84.4,60,40,25,100,0,33.3,100,11.1,11.1,16.7
835,95,65,0.498928888,1.788542273,100,70,60,25,100,100,100,100,11.1,33.3,91.7
836,65,70,0.498928888,1.932605937,93.8,60,90,100,91.7,100,100,100,0,0,33.3
837,65,20,0.214905274,-0.495895838,93.8,80,100,75,100,100,100,100,0,0,16.7
838,70,80,-0.934099345,-0.495895838,87.5,40,50,33.3,100,0,100,0,0,0,8.3
839,60,55,1.075582892,-0.068849975,93.8,70,40,100,100,100,100,100,100,77.8,83.3
840,90,95,1.075582892,0.502259553,96.9,80,90,25,100,100,100,100,77.8,55.6,83.3
841,80,80,1.647933507,0.219277354,93.8,90,100,25,100,0,100,100,22.2,0,0
842,70,90,0.498928888,1.932605937,96.9,90,90,100,100,100,100,100,55.6,55.6,91.7
843,60,40,-1.506449961,-1.49919636,81.2,20,20,75,100,0,0,0,0,0,16.7
844,70,60,1.075582892,1.36149641,96.9,100,60,100,100,100,100,100,55.6,100,41.7
845,85,55,0.214905274,0.502259553,96.9,100,90,83.3,100,100,100,100,100,100,75
846,95,55,0.498928888,1.788542273,87.5,90,70,25,91.7,0,100,0,0,11.1,33.3
847,80,80,1.075582892,0.790386882,90.6,100,90,100,91.7,100,100,100,0,0,41.7
848,80,85,1.075582892,2.215588136,87.5,70,90,41.7,100,100,100,100,22.2,11.1,50
850,60,50,0.498928888,-0.928086832,96.9,10,20,33.3,83.3,0,33.3,0,0,0,25
851,70,50,0.78725589,0.219277354,96.9,80,90,25,100,100,100,33.3,44.4,55.6,33.3
852,65,50,0.498928888,0.358195888,96.9,90,100,33.3,100,66.7,100,100,0,0,16.7
853,60,75,-0.073421728,-0.21291364,81.2,0,0,50,91.7,0,33.3,0,0,0,41.7
854,70,75,1.075582892,-0.495895838,56.2,30,50,83.3,100,0,100,100,0,0,25
855,45,45,-0.361748729,0.502259553,93.8,50,80,25,58.3,0,66.7,0,0,0,25
856,65,35,0.214905274,-0.356977304,59.4,0,10,33.3,100,0,66.7,0,0,11.1,25
857,70,70,-0.645772343,-0.928086832,84.4,10,40,41.7,58.3,0,33.3,66.7,0,0,33.3
858,85,60,1.075582892,2.076669602,93.8,80,100,100,100,33.3,100,66.7,44.4,100,41.7
859,55,45,-0.361748729,1.788542273,96.9,60,60,75,100,100,100,100,11.1,22.2,58.3
860,75,65,0.78725589,-0.495895838,93.8,0,10,25,100,0,33.3,33.3,22.2,0,33.3
861,65,45,-1.506449961,0.358195888,84.4,30,70,100,100,100,100,100,22.2,11.1,25
862,80,75,0.78725589,1.36149641,93.8,80,70,100,91.7,100,100,100,66.7,88.9,66.7
863,80,40,-0.361748729,-0.21291364,96.9,20,70,100,100,66.7,100,100,0,0,16.7
864,95,90,0.498928888,0.502259553,96.9,100,100,100,100,100,100,100,100,100,83.3
865,85,75,-1.222426347,-0.495895838,96.9,80,80,91.7,58.3,33.3,100,100,0,0,16.7
866,100,85,0.214905274,0.790386882,100,90,50,25,100,100,100,100,22.2,11.1,16.7
867,95,80,1.075582892,-0.356977304,96.9,90,100,100,100,100,0,100,100,100,66.7
868,95,60,0.78725589,-0.21291364,75,70,90,25,100,0,100,100,33.3,44.4,41.7
870,70,50,-0.934099345,0.502259553,87.5,30,80,25,100,0,100,0,11.1,11.1,41.7
871,95,65,0.498928888,0.07521369,87.5,60,80,91.7,100,100,100,100,33.3,33.3,50
872,65,60,1.359606506,0.790386882,75,0,0,33.3,100,100,100,100,0,0,33.3
873,90,60,-0.073421728,2.3596518,53.1,10,60,25,100,0,66.7,0,33.3,44.4,33.3
874,70,85,-0.073421728,0.790386882,96.9,70,100,25,100,0,100,0,22.2,0,16.7
875,65,50,-0.073421728,0.646323217,100,70,100,100,100,100,100,100,66.7,66.7,100
876,85,70,0.498928888,0.929305416,81.2,20,50,91.7,100,66.7,100,100,44.4,44.4,25
877,90,85,1.075582892,1.07336908,75,80,80,75,100,66.7,100,100,0,0,33.3
878,65,70,-0.934099345,-0.928086832,65.6,80,90,25,100,0,100,0,0,0,33.3
879,50,50,-0.361748729,-0.068849975,87.5,30,30,41.7,83.3,0,100,100,0,0,33.3
880,90,70,-0.934099345,-0.639959503,100,70,70,83.3,91.7,100,100,100,33.3,33.3,33.3
881,80,80,0.78725589,-0.784023167,81.2,60,80,50,66.7,0,100,100,0,0,33.3
883,80,80,0.78725589,0.358195888,90.6,80,70,75,100,0,100,66.7,0,55.6,41.7
884,45,60,-1.506449961,-1.21106903,87.5,0,10,41.7,100,0,100,0,0,0,33.3
885,60,70,1.359606506,1.644478608,62.5,0,0,25,83.3,0,0,0,0,11.1,25
886,100,80,-0.073421728,-1.355132695,96.9,80,100,100,100,0,100,66.7,66.7,22.2,50
888,75,70,0.214905274,-0.784023167,96.9,90,90,25,91.7,66.7,0,100,66.7,66.7,58.3
889,65,60,0.214905274,0.646323217,87.5,50,80,100,91.7,100,100,100,88.9,100,66.7
892,100,85,1.075582892,1.644478608,93.8,80,80,100,100,0,100,100,11.1,77.8,25
893,80,55,-0.645772343,-0.21291364,90.6,60,30,25,100,0,66.7,0,0,0,25
894,95,80,1.075582892,0.646323217,96.9,90,90,100,100,100,100,100,66.7,55.6,58.3
895,85,85,1.359606506,0.358195888,100,90,100,100,91.7,100,100,0,55.6,55.6,33.3
896,70,35,0.214905274,0.07521369,84.4,40,80,83.3,91.7,100,100,100,11.1,0,50
898,70,90,1.075582892,1.07336908,100,100,60,83.3,100,100,100,100,11.1,44.4,41.7
899,90,60,-0.934099345,-0.639959503,90.6,0,0,33.3,100,0,66.7,0,0,11.1,16.7
900,65,50,0.214905274,-0.068849975,93.8,0,40,91.7,100,100,100,100,11.1,0,41.7
901,75,65,-0.073421728,-0.356977304,93.8,40,30,75,83.3,100,100,100,22.2,11.1,41.7
903,90,70,1.075582892,-0.068849975,78.1,10,40,91.7,100,100,100,100,44.4,100,41.7
904,85,60,-0.934099345,-0.356977304,78.1,20,30,25,91.7,100,100,100,0,22.2,41.7
905,95,75,0.214905274,-0.21291364,96.9,40,10,25,100,0,0,0,0,0,8.3
906,90,90,0.78725589,-1.643260024,90.6,40,30,25,91.7,0,100,0,0,0,25
908,65,70,0.78725589,0.646323217,93.8,50,70,25,83.3,0,33.3,100,0,11.1,41.7
909,85,70,-0.073421728,0.358195888,96.9,60,50,100,100,100,100,100,22.2,44.4,83.3
910,70,85,-0.361748729,-0.495895838,93.8,40,60,50,100,0,100,100,0,0,25
911,95,95,-0.073421728,-0.21291364,96.9,10,30,41.7,100,100,100,100,0,0,0
913,90,70,0.498928888,1.788542273,96.9,90,90,25,100,0,100,100,55.6,88.9,66.7
914,45,35,-1.506449961,-2.070305887,50,30,20,83.3,100,0,0,0,0,0,25
915,55,50,-0.361748729,-0.356977304,40.6,0,0,25,75,0,0,0,11.1,0,33.3
916,80,75,-0.073421728,-0.068849975,93.8,100,100,25,100,0,100,66.7,11.1,88.9,33.3
917,80,80,0.78725589,0.07521369,90.6,90,60,25,100,0,100,100,11.1,55.6,33.3
918,65,50,-0.073421728,-0.784023167,68.8,0,30,41.7,66.7,0,33.3,0,0,0,8.3
919,95,85,-0.073421728,-0.784023167,78.1,90,70,33.3,100,0,0,0,0,0,16.7
920,50,50,-0.361748729,-0.495895838,84.4,20,40,25,100,0,0,0,0,0,25
921,85,70,0.78725589,-0.356977304,68.8,60,60,25,100,0,66.7,0,0,0,33.3
922,100,70,1.359606506,1.932605937,93.8,100,90,100,100,100,100,100,88.9,100,50
923,65,65,-0.361748729,-1.355132695,78.1,0,0,25,25,33.3,33.3,0,0,0,25
925,60,80,0.498928888,-1.355132695,87.5,20,50,33.3,66.7,0,66.7,0,0,0,25
926,75,65,0.214905274,-0.21291364,93.8,30,80,25,91.7,100,100,66.7,0,0,41.7
928,90,70,1.359606506,1.505560074,87.5,70,70,25,91.7,0,100,0,0,33.3,33.3
929,65,65,-0.645772343,-0.356977304,100,70,50,91.7,100,100,100,100,33.3,11.1,91.7
930,65,55,0.78725589,-0.495895838,96.9,70,80,41.7,91.7,100,100,100,11.1,11.1,33.3
931,95,65,1.075582892,-0.21291364,78.1,80,100,100,100,100,100,100,0,0,8.3
932,55,55,-0.361748729,-1.21106903,100,70,100,83.3,83.3,0,100,0,0,0,25
933,50,60,-0.073421728,-1.643260024,71.9,20,0,50,91.7,0,100,0,11.1,11.1,25
934,80,55,-1.222426347,-0.495895838,75,20,80,25,100,0,100,0,0,0,41.7
935,60,65,-0.073421728,1.505560074,84.4,60,70,25,100,0,33.3,66.7,11.1,77.8,58.3
936,85,75,1.359606506,-0.068849975,87.5,80,90,33.3,100,100,100,100,0,0,25
937,60,45,-1.222426347,0.219277354,68.8,10,30,25,91.7,0,0,0,0,0,33.3
940,55,50,-2.083103965,-0.784023167,12.5,0,0,25,75,0,0,0,0,0,25
941,55,60,-0.934099345,-0.928086832,100,10,40,25,100,0,100,100,0,0,41.7
943,60,45,-0.073421728,-0.928086832,65.6,90,70,25,100,0,100,100,0,0,41.7
944,60,60,0.78725589,-0.068849975,93.8,0,50,33.3,91.7,100,100,100,0,0,41.7
945,70,65,1.075582892,1.07336908,96.9,20,60,25,100,0,66.7,0,0,0,58.3
946,45,65,-2.367127578,-0.928086832,0,10,0,41.7,33.3,0,0,0,0,0,25
947,70,50,-0.934099345,0.929305416,71.9,30,20,58.3,91.7,100,100,100,88.9,11.1,16.7
948,55,70,-2.083103965,-0.21291364,53.1,0,30,25,75,0,33.3,0,11.1,0,33.3
949,65,70,1.359606506,0.790386882,81.2,10,30,83.3,100,66.7,100,100,11.1,33.3,58.3
950,70,40,0.214905274,-0.639959503,75,70,90,33.3,75,0,66.7,0,11.1,0,16.7
951,70,65,0.214905274,1.505560074,100,50,50,83.3,91.7,0,100,0,11.1,11.1,16.7
952,70,55,0.78725589,2.076669602,84.4,20,50,25,100,0,0,0,0,0,33.3
953,70,55,0.214905274,1.505560074,90.6,90,80,83.3,100,0,33.3,0,11.1,11.1,8.3
954,95,85,0.498928888,1.07336908,100,100,80,100,91.7,100,100,100,88.9,100,100
955,80,65,0.78725589,-1.21106903,100,70,100,91.7,100,66.7,100,66.7,22.2,100,33.3
956,80,50,-0.073421728,-0.068849975,100,90,70,91.7,100,0,66.7,100,0,0,8.3
957,70,45,-0.645772343,-1.926242223,68.8,0,0,25,100,0,0,0,0,0,41.7
958,70,50,-0.645772343,-0.928086832,78.1,20,80,33.3,83.3,0,0,0,0,22.2,16.7
960,100,80,1.075582892,1.36149641,75,80,80,25,100,66.7,100,100,33.3,55.6,41.7
962,95,70,1.359606506,-0.21291364,87.5,90,90,25,100,0,100,100,0,0,25
963,70,55,-0.361748729,-0.068849975,96.9,60,50,50,100,0,100,100,0,11.1,8.3
964,90,85,1.359606506,0.790386882,96.9,100,70,100,100,100,100,100,44.4,88.9,66.7
966,55,55,-1.794776963,-2.214369552,90.6,0,0,41.7,75,0,33.3,0,0,0,25
967,85,80,0.214905274,-0.639959503,90.6,40,20,75,100,100,100,100,0,22.2,33.3
968,95,75,-0.073421728,-0.639959503,90.6,70,100,91.7,100,100,100,100,0,11.1,33.3
969,75,80,1.075582892,0.358195888,78.1,50,40,75,75,100,100,100,0,0,25
970,60,50,-1.222426347,-1.49919636,62.5,10,10,33.3,100,0,33.3,0,0,0,16.7
971,80,65,-0.073421728,-0.21291364,90.6,60,80,25,100,0,100,100,11.1,11.1,25
972,70,35,1.075582892,0.07521369,93.8,50,80,91.7,91.7,0,33.3,100,55.6,55.6,41.7
973,85,80,0.78725589,1.217432745,90.6,50,90,75,100,0,100,100,0,44.4,8.3
974,85,65,1.075582892,1.644478608,93.8,100,100,41.7,100,100,100,100,88.9,100,33.3
975,70,55,-0.934099345,-0.784023167,37.5,0,0,25,83.3,0,33.3,0,0,0,16.7
976,60,65,-0.361748729,-0.784023167,100,20,40,41.7,66.7,0,0,0,0,0,8.3
977,70,50,0.78725589,-0.928086832,71.9,0,50,25,100,0,66.7,0,0,0,33.3
978,75,50,0.498928888,-0.356977304,81.2,50,80,58.3,100,0,100,0,0,0,25
979,60,65,0.498928888,0.358195888,93.8,40,80,100,100,100,100,100,22.2,22.2,50
980,85,70,0.498928888,-1.067005366,71.9,70,90,25,100,0,0,0,0,0,25
981,50,45,-1.222426347,-1.21106903,53.1,0,0,25,50,0,0,0,0,0,25
982,80,65,0.78725589,0.790386882,100,60,70,100,100,100,100,100,88.9,77.8,66.7
983,80,85,0.78725589,-0.495895838,93.8,50,90,33.3,83.3,0,100,100,0,0,41.7
984,70,45,-0.645772343,-0.21291364,84.4,40,50,75,100,0,33.3,33.3,0,0,25
985,65,50,0.498928888,-1.926242223,93.8,30,40,58.3,66.7,100,100,100,77.8,100,100
986,45,65,1.075582892,0.929305416,93.8,90,100,83.3,100,100,100,100,77.8,77.8,50
987,80,50,0.498928888,1.505560074,93.8,70,80,66.7,100,0,100,100,44.4,66.7,41.7
989,75,80,-1.222426347,-0.356977304,78.1,60,90,33.3,100,0,33.3,0,0,0,41.7
990,85,70,0.498928888,1.644478608,87.5,100,90,100,100,0,100,100,11.1,0,33.3
991,60,45,-0.073421728,-0.928086832,93.8,60,100,25,100,0,100,100,0,0,33.3
992,60,70,-0.645772343,-0.784023167,59.4,40,70,25,83.3,0,33.3,0,0,0,25
993,70,70,0.498928888,-1.49919636,96.9,40,80,66.7,100,0,100,0,0,0,33.3
994,45,60,-2.083103965,-1.643260024,90.6,50,40,83.3,75,100,100,100,44.4,22.2,25
995,60,70,0.498928888,0.358195888,65.6,40,30,33.3,83.3,0,100,66.7,11.1,0,33.3
996,95,80,0.214905274,0.358195888,93.8,40,60,25,100,100,100,100,33.3,66.7,41.7
997,70,65,0.78725589,-1.21106903,68.8,70,100,25,100,0,33.3,0,0,0,41.7
998,75,65,0.214905274,-0.495895838,71.9,60,80,41.7,91.7,100,100,66.7,33.3,11.1,41.7
999,85,55,0.498928888,1.644478608,93.8,50,30,100,100,0,0,0,11.1,0,25
1000,85,55,0.78725589,-0.784023167,100,60,80,100,100,0,100,0,22.2,11.1,50
1001,95,100,0.498928888,0.790386882,93.8,70,80,100,100,100,100,100,88.9,100,83.3
1002,60,50,-0.361748729,-0.495895838,81.2,10,0,33.3,100,0,33.3,0,11.1,11.1,50
1003,80,50,-0.645772343,0.07521369,100,40,90,25,100,0,33.3,0,0,11.1,25
1004,75,70,-0.073421728,1.07336908,96.9,100,100,100,100,100,100,100,55.6,100,25
1005,75,70,-0.645772343,-1.067005366,87.5,0,0,25,100,0,0,0,0,0,41.7
1006,80,85,0.78725589,-0.495895838,87.5,50,80,25,100,0,0,0,0,0,16.7
1008,70,55,-0.934099345,-0.928086832,90.6,60,70,25,91.7,0,33.3,0,0,0,33.3
1009,80,90,1.075582892,2.076669602,96.9,70,80,100,100,100,100,100,55.6,100,41.7
1010,85,65,1.647933507,1.644478608,93.8,80,80,91.7,100,100,100,100,100,100,100
1011,80,45,-0.361748729,0.219277354,81.2,0,0,83.3,100,0,100,0,0,0,25
1012,60,60,-0.073421728,-0.784023167,71.9,100,90,33.3,75,33.3,100,66.7,11.1,0,41.7
1013,75,40,-2.083103965,-0.928086832,84.4,20,0,75,66.7,66.7,66.7,66.7,11.1,0,25
1014,70,65,-0.073421728,-0.639959503,90.6,40,60,25,91.7,0,100,0,0,0,41.7
1015,80,85,1.075582892,-0.495895838,40.6,50,90,25,100,0,33.3,0,11.1,11.1,41.7
1017,85,85,0.78725589,-0.356977304,100,70,70,91.7,100,0,100,100,44.4,33.3,16.7
1018,80,95,0.78725589,-0.356977304,93.8,60,70,33.3,100,0,0,0,33.3,11.1,0
1019,85,95,1.075582892,1.505560074,100,60,80,100,100,100,100,100,66.7,100,41.7
1020,85,60,-0.645772343,1.217432745,100,60,90,25,100,0,0,33.3,0,0,8.3
1022,70,80,1.359606506,-0.928086832,96.9,100,80,100,100,100,100,100,33.3,55.6,0
1023,85,80,-1.222426347,-0.495895838,90.6,10,70,66.7,100,0,0,0,0,0,33.3
1024,40,75,-1.222426347,1.07336908,93.8,70,80,50,25,0,0,0,0,0,33.3
1025,95,80,0.78725589,-0.928086832,93.8,10,0,25,100,0,66.7,0,0,55.6,50
1026,65,65,0.214905274,1.505560074,93.8,0,40,83.3,100,100,100,100,66.7,22.2,41.7
1027,70,55,-0.361748729,-0.639959503,87.5,70,70,25,100,0,100,100,44.4,11.1,33.3
1028,95,75,0.78725589,1.788542273,78.1,90,100,100,100,100,100,100,88.9,100,16.7
1029,40,70,0.214905274,0.502259553,87.5,100,100,83.3,100,100,100,66.7,55.6,100,58.3
1030,65,65,0.498928888,0.358195888,100,60,80,25,91.7,0,100,100,11.1,77.8,50
1031,95,90,0.78725589,-0.495895838,78.1,40,60,100,83.3,0,100,66.7,0,0,41.7
1032,35,50,1.647933507,1.07336908,96.9,30,80,75,83.3,100,100,0,44.4,33.3,50
1034,80,85,0.78725589,0.790386882,100,100,90,25,100,0,100,66.7,11.1,44.4,41.7
1035,50,60,-1.222426347,-1.782178558,0,0,0,25,25,0,0,0,0,0,33.3
1036,65,45,0.214905274,1.217432745,87.5,0,40,25,66.7,0,100,0,0,0,41.7
1038,60,75,-0.073421728,0.502259553,93.8,50,70,33.3,91.7,100,100,100,55.6,100,75
1040,35,60,-2.083103965,-1.49919636,46.9,0,10,33.3,50,0,33.3,0,0,0,33.3
1041,55,40,-1.506449961,0.219277354,81.2,0,0,25,58.3,66.7,100,100,0,11.1,16.7
1042,70,70,0.78725589,0.219277354,100,50,70,100,100,0,100,66.7,22.2,100,66.7
1043,70,75,1.075582892,-0.21291364,96.9,90,70,100,91.7,0,0,0,0,0,50
1044,95,70,1.075582892,1.36149641,100,80,80,100,100,100,100,100,88.9,100,83.3
1045,60,55,0.214905274,-1.355132695,81.2,70,60,83.3,100,100,100,100,44.4,66.7,50
1046,55,30,-0.073421728,-0.928086832,100,20,30,25,100,0,0,0,0,0,25
1047,75,50,-0.934099345,0.07521369,78.1,20,30,25,100,0,100,0,11.1,0,0
1048,70,65,0.78725589,-0.068849975,93.8,80,60,25,83.3,100,100,100,33.3,33.3,33.3
1049,90,65,-0.361748729,0.07521369,78.1,0,70,25,100,0,66.7,33.3,0,0,58.3
1050,65,50,0.498928888,-0.928086832,81.2,60,60,33.3,91.7,0,33.3,0,0,0,33.3
1051,65,60,0.498928888,0.646323217,96.9,20,30,100,100,100,100,100,0,33.3,25
1052,90,70,0.78725589,-0.639959503,96.9,70,90,25,100,0,0,0,11.1,11.1,33.3
1054,80,55,0.498928888,-0.21291364,25,0,0,25,83.3,0,0,0,0,0,33.3
1056,40,50,-1.506449961,-1.782178558,31.2,0,30,25,66.7,0,33.3,0,0,11.1,41.7
1057,95,50,0.498928888,-0.639959503,90.6,100,100,100,100,0,100,100,0,0,16.7
1058,90,65,0.498928888,-0.21291364,100,40,60,25,100,100,100,100,0,0,33.3
1059,100,65,0.214905274,-0.639959503,90.6,20,20,41.7,75,0,100,100,0,11.1,16.7
1060,60,35,-0.361748729,-0.784023167,25,0,0,33.3,66.7,0,100,0,11.1,0,25
1061,75,55,0.498928888,0.219277354,90.6,60,70,83.3,66.7,0,33.3,0,0,0,41.7
1062,75,70,-0.361748729,-0.639959503,46.9,20,30,50,100,0,100,0,0,11.1,33.3
1063,45,45,1.075582892,-0.21291364,100,90,90,100,100,100,100,100,66.7,66.7,16.7
1064,60,60,0.498928888,1.788542273,84.4,0,0,66.7,66.7,0,33.3,0,0,11.1,25
1065,80,60,-0.073421728,-0.639959503,93.8,30,80,33.3,75,0,66.7,0,0,0,8.3
1066,65,70,0.214905274,0.502259553,87.5,50,40,25,58.3,0,100,0,0,0,41.7
1068,70,60,0.214905274,-0.21291364,93.8,90,70,100,100,100,100,100,55.6,77.8,41.7
1069,100,40,-0.934099345,-0.356977304,87.5,80,80,41.7,100,0,33.3,100,0,0,8.3
1070,60,65,0.214905274,-0.928086832,81.2,50,90,75,100,0,100,0,0,0,33.3
1071,70,65,1.075582892,-0.639959503,87.5,90,90,25,100,100,100,100,88.9,100,25
1072,60,60,-0.361748729,0.646323217,100,90,100,100,83.3,0,100,66.7,11.1,0,41.7
1073,55,55,-1.506449961,-0.495895838,84.4,0,0,25,58.3,0,0,0,0,0,16.7
1074,95,50,0.78725589,-0.639959503,100,70,60,33.3,83.3,0,100,100,11.1,11.1,33.3
1075,55,60,-1.222426347,-1.067005366,90.6,40,50,25,75,100,100,100,0,0,33.3
1076,75,50,0.78725589,1.788542273,96.9,60,50,100,100,100,100,100,66.7,66.7,41.7
1077,65,40,-2.083103965,-0.21291364,96.9,80,60,91.7,100,100,100,100,44.4,55.6,41.7
1078,75,65,-0.934099345,-1.21106903,93.8,10,30,25,91.7,100,100,100,0,0,25
1079,75,80,-0.645772343,-0.639959503,84.4,30,50,25,100,0,33.3,0,0,0,25
1080,85,70,0.498928888,-0.639959503,87.5,70,90,83.3,100,100,100,100,11.1,11.1,58.3
1081,75,55,-0.073421728,-0.495895838,53.1,40,80,91.7,100,0,100,66.7,11.1,0,33.3
1082,50,70,0.498928888,-0.495895838,87.5,100,90,41.7,100,0,100,100,0,0,25
1084,85,50,0.498928888,-0.356977304,100,80,80,41.7,50,0,0,0,0,0,25
1085,85,80,1.359606506,0.07521369,84.4,0,50,41.7,91.7,0,0,0,0,0,33.3
1086,45,55,-0.073421728,-1.355132695,78.1,60,90,25,100,0,0,0,0,0,25
1087,80,70,0.498928888,-0.356977304,90.6,90,70,100,91.7,66.7,100,100,11.1,66.7,58.3
1088,45,35,-1.794776963,-1.067005366,90.6,0,80,33.3,91.7,100,33.3,66.7,0,0,25
1089,55,80,-0.361748729,-1.643260024,96.9,40,80,83.3,100,100,66.7,100,100,100,91.7
1090,70,65,0.498928888,0.502259553,78.1,40,70,41.7,100,33.3,33.3,0,0,22.2,33.3
1091,60,60,-0.645772343,-0.068849975,81.2,0,0,33.3,91.7,0,0,0,0,11.1,16.7
1092,60,55,-1.506449961,-1.067005366,87.5,50,60,75,91.7,100,100,100,44.4,55.6,33.3
1096,65,60,-2.083103965,-2.070305887,53.1,70,60,100,100,100,100,66.7,22.2,0,83.3
1097,55,45,-0.073421728,0.219277354,84.4,50,70,91.7,100,0,100,100,33.3,11.1,33.3
1098,40,80,-0.361748729,-1.067005366,87.5,10,50,91.7,100,100,100,100,44.4,44.4,33.3
1099,65,65,1.359606506,-0.21291364,90.6,10,0,25,100,0,0,0,0,0,0
1101,90,70,0.78725589,0.219277354,90.6,50,70,25,100,0,33.3,0,22.2,66.7,25
1102,65,65,-0.073421728,-0.356977304,96.9,80,60,25,100,0,100,0,0,0,33.3
1103,80,75,0.78725589,-0.784023167,96.9,70,70,33.3,100,0,100,66.7,11.1,0,8.3
1104,70,60,-0.073421728,-0.21291364,96.9,80,60,25,100,0,100,100,11.1,66.7,33.3
1106,75,55,-0.934099345,-1.067005366,90.6,0,10,33.3,100,0,33.3,0,0,0,8.3
1107,65,50,0.498928888,-0.495895838,34.4,0,0,25,50,0,0,0,0,0,33.3
1108,80,85,1.075582892,0.358195888,96.9,90,80,25,100,100,100,100,44.4,100,16.7
1109,70,65,-1.506449961,-1.643260024,87.5,0,50,50,83.3,0,33.3,0,0,0,41.7
1110,100,85,1.075582892,1.644478608,84.4,100,90,83.3,100,100,100,0,22.2,0,100
1111,60,65,-1.222426347,-0.495895838,100,20,70,33.3,75,0,0,0,11.1,33.3,41.7
1112,65,50,-0.934099345,-0.784023167,96.9,0,20,25,75,0,33.3,0,0,0,50
1113,60,35,-0.361748729,-1.067005366,90.6,20,30,33.3,91.7,0,33.3,100,0,0,33.3
1115,85,75,-0.934099345,0.219277354,96.9,80,90,100,91.7,0,100,0,100,100,16.7
1116,65,45,-1.222426347,-0.356977304,53.1,0,10,25,58.3,0,0,0,0,0,25
1117,90,65,1.075582892,1.217432745,84.4,60,70,33.3,100,0,33.3,0,11.1,33.3,41.7
1118,65,55,-0.073421728,0.502259553,96.9,70,100,91.7,91.7,100,100,100,22.2,66.7,33.3
1119,65,55,-1.222426347,-0.928086832,68.8,10,50,100,100,66.7,100,66.7,0,0,41.7
1120,40,65,-0.645772343,0.07521369,90.6,10,20,75,100,100,100,100,0,0,33.3
1121,60,85,1.359606506,2.215588136,100,70,100,100,100,100,100,100,55.6,66.7,58.3
1122,75,80,-0.073421728,-0.495895838,100,100,100,100,100,100,100,100,33.3,33.3,33.3
